rk,NN,O 
it,IN,O
was,JJ,O
primarily,NN,O
done,IN,O
to,JJ,O
curb,NN,O
malpractices,CC,O
in,JJ,O
the,NNS,O
conduct,PRP,O
of,VBD,O
such,RB,O
lotteries,VBN,O
which,TO,O
at,VB,O
that,NNS,O
time,IN,O
were,DT,O
paper,NN,O
lotteries,IN,O
only,JJ,O
when,NNS,O
the,WDT,O
act,IN,O
came,DT,O
into,NN,O
force,VBD,O
25,NN,O
with,NNS,O
regard,RB,O
to,WRB,O
the,DT,O
contention,NN,O
regarding,VBD,O
the,IN,O
function,NN,O
of,CD,O
the,IN,O
online,NN,O
lottery,TO,O
we,DT,O
are,NN,O
of,VBG,O
the,DT,O
considered,NN,O
view,IN,O
that,DT,O
any,JJ,O
type,NN,O
of,PRP,O
manipulation,VBP,O
can,IN,O
be,DT,O
done,VBN,O
in,NN,O
the,IN,O
printing,DT,O
of,NN,O
tickets,IN,O
at,NN,O
the,MD,O
terminal,VB,O
the,VBN,O
customer,IN,O
cannot,DT,O
know,NN,O
whether,IN,O
the,NNS,O
ticket,IN,O
is,DT,O
printed,NN,O
at,DT,O
the,NN,O
terminal,MD,O
based,RB,O
on,VB,O
the,IN,O
command,DT,O
from,NN,O
the,VBZ,O
central,VBN,O
server,IN,O
or,DT,O
not,NN,O
the,VBN,O
state,IN,O
of,DT,O
sikkim,NN,O
does,IN,O
not,DT,O
have,JJ,O
any,NN,O
control,CC,O
over,RB,O
its,DT,O
thousands,NN,O
of,IN,O
terminals,NN,O
all,VBZ,O
over,RB,O
india,VB,O
as,DT,O
per,NN,O
section,IN,O
4h,PRP$,O
of,NNS,O
the,IN,O
act,NNS,O
the,DT,O
draw,RB,O
should,JJ,O
be,IN,O
held,IN,O
once,NN,O
in,CD,O
a,IN,O
week,DT,O
it,NN,O
means,DT,O
a,NN,O
fortune,MD,O
seeker,VB,O
after,VBN,O
purchasing,RB,O
the,IN,O
ticket,DT,O
will,NN,O
get,PRP,O
a,VBZ,O
week,DT,O
s,NN,O
cooling,NN,O
time,IN,O
to,VBG,O
wait,DT,O
for,NN,O
the,MD,O
result,VB,O
of,DT,O
the,NN,O
draw,NN,O
but,VBG,O
under,NN,O
the,TO,O
scheme,VB,O
of,IN,O
online,DT,O
lotteries,NN,O
a,IN,O
number,DT,O
of,NN,O
lotteries,CC,O
run,IN,O
simultaneously,DT,O
so,NN,O
by,IN,O
holding,JJ,O
several,NNS,O
lotteries,DT,O
there,NN,O
can,IN,O
be,NNS,O
several,VBP,O
draws,RB,O
with,RB,O
a,IN,O
gap,VBG,O
of,JJ,O
few,NNS,O
minutes,EX,O
in,MD,O
a,VB,O
day,JJ,O
and,NNS,O
the,IN,O
gullible,DT,O
will,NN,O
remain,IN,O
glued,JJ,O
and,NNS,O
there,IN,O
is,DT,O
every,NN,O
likelihood,CC,O
of,DT,O
purchase,NN,O
of,MD,O
tickets,VB,O
repeatedly,JJ,O
till,CC,O
all,EX,O
his,VBZ,O
savings,DT,O
are,NN,O
exhausted,IN,O
so,NN,O
if,IN,O
the,NNS,O
government,RB,O
takes,IN,O
a,PDT,O
decision,PRP$,O
in,NNS,O
public,VBP,O
interest,VBN,O
to,RB,O
prohibit,IN,O
online,DT,O
lotteries,NN,O
this,VBZ,O
court,DT,O
should,NN,O
not,IN,O
interfere,JJ,O
with,NN,O
the,TO,O
said,VB,O
decision,JJ,O
unless,NNS,O
there,DT,O
are,NN,O
compelling,MD,O
grounds,RB,O
as,VB,O
held,IN,O
earlier,DT,O
going,VBD,O
by,NN,O
section,IN,O
5,EX,O
as,VBP,O
interpreted,VBG,O
by,NNS,O
this,IN,O
court,VBN,O
in,RBR,O
br,VBG,O
enterprises,IN,O
supra,NN,O
the,CD,O
sale,IN,O
of,VBN,O
ticket,IN,O
of,DT,O
a,NN,O
particular,IN,O
lottery,NN,O
can,NNS,O
be,VBP,O
prohibited,DT,O
provided,NN,O
the,IN,O
concerned,NN,O
state,IN,O
government,DT,O
is,JJ,O
not,NN,O
running,MD,O
that,VB,O
lottery,VBN,O
while,VBD,O
interpreting,DT,O
a,JJ,O
statute,NN,O
of,NN,O
this,VBZ,O
nature,RB,O
meant,VBG,O
to,DT,O
suppress,NN,O
the,IN,O
mischief,VBG,O
of,DT,O
gambling,NN,O
this,IN,O
court,DT,O
should,NN,O
accept,VBD,O
the,TO,O
concept,VB,O
of,DT,O
purposive,NN,O
interpretation,IN,B-LEGAL
and,VBG,O
if,DT,O
possible,NN,O
save,MD,O
the,VB,O
notification,DT,O
intending,NN,O
to,IN,O
save,JJ,O
the,NN,O
people,CC,O
from,IN,O
the,JJ,O
vice,VBP,O
of,DT,O
gambling,NN,O
26,VBG,O
it,TO,O
is,VB,O
common,DT,O
case,NNS,O
that,IN,O
lottery,DT,O
is,NN,O
a,IN,O
species,VBG,O
of,CD,O
gambling,PRP,O
gambling,VBZ,O
is,JJ,O
considered,NN,O
as,DT,O
a,NN,O
pernicious,VBZ,O
vice,DT,O
by,NNS,O
all,IN,O
civilized,VBG,O
societies,NN,O
from,VBZ,O
time,VBN,O
immemorial,IN,O
the,DT,O
rigvedas,JJ,O
smritis,NN,O
and,IN,O
arthashastras,DT,O
have,JJ,O
condemned,NNS,O
gambling,IN,O
as,NN,O
a,JJ,O
vice,DT,O
several,NN,O
judges,NN,O
and,CC,O
learned,NNS,O
authors,VBP,O
are,VBN,O
unanimous,NN,O
in,IN,O
their,DT,O
condemnation,NN,O
of,JJ,O
gambling,NNS,O
experience,CC,O
has,JJ,O
shown,NNS,O
that,VBP,O
the,JJ,O
common,IN,O
forms,PRP$,O
of,NN,O
gambling,IN,O
are,VBG,O
comparatively,NN,O
innocuous,VBZ,O
when,VBN,O
placed,IN,O
in,DT,O
contrast,JJ,O
with,NNS,O
widespread,IN,O
pestilence,VBG,O
of,VBP,O
lotteries,RB,O
the,JJ,O
former,WRB,O
are,VBN,O
confined,IN,O
to,NN,O
a,IN,O
few,JJ,O
persons,NN,O
and,IN,O
places,NNS,O
but,DT,O
the,JJ,O
latter,VBP,O
infests,VBN,O
the,TO,O
whole,DT,O
community,JJ,O
it,NNS,O
enters,CC,O
every,NNS,O
dwelling,CC,O
it,DT,O
reaches,JJ,O
every,VBZ,O
class,DT,O
it,JJ,O
preys,NN,O
upon,PRP,O
the,VBZ,O
hard,DT,O
earnings,VBG,O
of,PRP,O
the,VBZ,O
poor,DT,O
it,NN,O
plunders,PRP,O
the,VBZ,O
ignorant,IN,O
and,DT,O
the,JJ,O
simple,NNS,O
27,IN,O
in,DT,O
words,JJ,O
and,PRP,O
phrases,VBZ,O
butterworths,DT,O
3nd,NN,O
edition,CC,O
at,DT,O
page,JJ,O
71,CD,O
it,IN,O
is,NNS,O
stated,CC,O
as,NNS,O
follows,VBP,O
it,CD,O
must,NN,O
not,IN,O
be,NN,O
entirely,CD,O
forgotten,PRP,O
in,VBZ,O
the,VBN,O
construction,IN,O
of,VBZ,O
these,PRP,O
acts,MD,O
of,RB,O
parliament,VB,B-LEGAL
see,RB,O
now,VBN,O
the,IN,O
lotteries,DT,O
and,NN,O
amusements,IN,O
act,DT,O
1976,NNS,O
that,IN,O
the,JJ,O
evil,NN,O
which,RB,O
the,DT,O
lottery,NNS,O
law,CC,O
has,NNS,O
sought,VB,O
to,CD,O
prevent,IN,O
was,DT,O
the,NN,O
evil,WDT,O
which,DT,O
existed,NN,O
where,NN,O
poor,VBZ,O
people,VBN,O
with,TO,O
only,VB,O
a,VBD,O
few,DT,O
pence,NN,O
to,WDT,O
feed,VBD,O
their,WRB,O
children,JJ,O
would,NNS,O
go,IN,O
and,RB,O
put,DT,O
these,JJ,O
few,NN,O
pence,TO,O
into,VB,O
a,PRP$,O
lottery,NNS,O
and,MD,O
lose,VB,O
them,CC,O
and,VB,O
this,DT,O
sociologically,JJ,O
was,NN,O
a,IN,O
bad,DT,O
thing,NN,O
28,CC,O
even,VB,O
in,PRP,O
br,CC,O
enterprises,DT,O
supra,RB,O
this,VBD,O
court,DT,O
has,JJ,O
held,NN,O
as,CD,O
under,RB,O
47,IN,O
from,NN,O
the,NNS,O
references,VBP,O
from,DT,O
dharmashastra,NN,O
opinions,VBZ,O
of,VBN,O
distinguished,IN,O
authors,IN,O
references,CD,O
in,IN,O
the,DT,O
encyclopaedia,NNS,O
britcannica,IN,O
and,JJ,O
boston,NNS,O
law,IN,O
review,JJ,O
and,NNS,O
others,NNS,O
we,IN,O
find,DT,O
that,NN,O
each,NN,O
concludes,CC,O
as,NN,O
we,NN,O
have,NN,O
observed,CC,O
lottery,NNS,O
remains,PRP,O
in,VBP,O
the,IN,O
realm,DT,O
of,NNS,O
gambling,IN,O
even,PRP,O
where,VBP,O
it,VBN,O
is,NN,O
state,VBZ,O
sponsored,IN,O
still,DT,O
it,NN,O
was,IN,O
looked,VBG,O
down,RB,O
upon,WRB,O
as,PRP,O
an,VBZ,O
evil,NN,O
right,VBD,O
from,RB,O
ancient,PRP,O
time,VBD,O
till,VBN,O
the,RB,O
day,RB,O
all,IN,O
expressed,DT,O
concern,JJ,O
to,NN,O
eliminate,IN,O
this,JJ,O
even,NN,O
where,VB,O
it,DT,O
was,NN,O
legalized,DT,O
for,VBD,O
raising,NN,O
revenue,TO,O
either,VB,O
by,DT,O
the,RB,O
king,WRB,O
or,PRP,O
in,VBD,O
the,VBN,O
modern,IN,O
times,VBG,O
by,NN,O
the,RB,O
state,IN,O
even,DT,O
this,NN,O
legitimization,CC,O
was,IN,O
for,DT,O
the,JJ,O
sole,NNS,O
purpose,IN,O
of,DT,O
raising,NN,O
revenue,RB,O
was,DT,O
also,NN,O
for,VBD,O
a,IN,O
limited,DT,O
period,JJ,O
since,NN,O
this,IN,O
received,VBG,O
condemnation,NN,O
even,VBD,O
for,RB,O
this,IN,O
limited,DT,O
purpose,JJ,O
all,NN,O
this,IN,O
gives,DT,O
a,VBN,O
clear,NN,O
picture,RB,O
of,IN,O
the,DT,O
nature,JJ,O
and,NN,O
character,PDT,O
of,DT,O
lottery,VBZ,O
as,DT,O
perceived,JJ,O
through,NN,O
the,IN,O
conscience,DT,O
of,NN,O
the,CC,O
people,NN,O
as,IN,O
revealed,NN,O
through,IN,O
ancient,VBN,O
scriptures,IN,O
also,DT,O
by,NN,O
various,IN,O
courts,DT,O
of,NNS,O
the,IN,O
countries,VBN,O
this,IN,O
court,NN,O
further,NNS,O
added,RB,O
59,IN,O
but,JJ,O
it,NNS,O
cannot,IN,O
be,DT,O
doubted,NNS,O
and,DT,O
it,NN,O
is,RB,O
recognized,VBD,O
by,CD,O
all,CC,O
the,PRP,O
countries,MD,O
that,RB,O
gambling,VB,O
by,VBN,O
its,CC,O
very,PRP,O
nature,VBZ,O
promises,VBN,O
to,IN,O
make,PDT,O
a,DT,O
poor,NNS,O
man,IN,O
a,VBG,O
rich,IN,O
man,PRP$,O
to,RB,O
quench,JJ,O
the,NNS,O
thirst,TO,O
of,VB,O
a,DT,O
man,JJ,O
in,NN,O
dire,DT,O
economic,JJ,O
distress,NN,O
or,TO,O
to,VB,O
a,DT,O
man,NN,O
with,IN,O
a,DT,O
bursting,NN,O
desire,IN,O
to,JJ,O
become,JJ,O
wealthy,NN,O
overnight,CC,O
it,TO,O
draws,DT,O
them,NN,O
into,IN,O
the,DT,O
magnetic,NN,O
field,NN,O
of,TO,O
lotteries,VB,O
with,JJ,O
crippling,JJ,O
effect,PRP,O
more,VBZ,O
often,PRP,O
than,IN,O
not,DT,O
such,JJ,O
hopes,NN,O
with,IN,O
very,NNS,O
remote,IN,O
chance,VBG,O
encourages,NN,O
the,RBR,O
spirit,RB,O
of,IN,O
reckless,RB,O
prosperity,JJ,O
sic,NNS,O
propensity,IN,O
in,RB,O
him,JJ,O
ruining,NN,O
him,VBZ,O
and,DT,O
his,NN,O
family,IN,O
this,JJ,O
encouraging,NN,O
hope,JJ,O
with,NN,O
the,IN,O
magnitude,PRP,O
of,VBG,O
prize,PRP,O
money,CC,O
never,PRP$,O
dwindles,NN,O
losses,DT,O
and,JJ,O
failures,NN,O
in,IN,O
lotteries,DT,O
instead,NN,O
of,IN,O
disencouragement,JJ,O
increases,NN,O
the,RB,O
craze,VBZ,O
with,NNS,O
intoxicating,CC,O
hope,NNS,O
not,IN,O
only,NNS,O
to,RB,O
erase,IN,O
the,NN,O
losses,VBZ,O
but,DT,O
to,NN,O
fill,IN,O
his,VBG,O
imaginative,NN,O
coffer,RB,O
when,RB,O
this,TO,O
chance,VB,O
mixes,DT,O
with,NNS,O
this,CC,O
utopian,TO,O
hope,VB,O
he,PRP$,O
is,JJ,O
repeatedly,NN,O
drawn,WRB,O
back,DT,O
into,NN,O
the,NN,O
circle,IN,O
of,DT,O
lottery,JJ,O
like,NN,O
a,PRP,O
drug,VBZ,O
addict,RB,O
inevitably,VBN,O
the,RB,O
happiness,IN,O
of,DT,O
his,NN,O
family,IN,O
is,NN,O
lost,IN,O
he,DT,O
goes,NN,O
into,NN,O
a,RB,O
chronic,DT,O
state,NN,O
of,IN,O
indebtedness,PRP$,O
29,NN,O
article,VBZ,O
2461,VBN,O
of,PRP,O
the,VBZ,O
constitution,IN,B-LEGAL
of,DT,I-LEGAL
india,JJ,I-LEGAL
deals,NN,O
with,IN,O
exclusive,NN,O
power,CD,O
of,NN,O
the,CD,O
parliament,IN,B-LEGAL
to,DT,O
make,NN,O
laws,IN,O
with,JJ,O
respect,NNS,O
to,IN,O
matters,JJ,O
enumerated,NN,O
in,IN,O
list,DT,O
i,NN,O
union,TO,B-LEGAL
list,VB,I-LEGAL
in,NNS,O
the,IN,O
seventh,NN,B-LEGAL
schedule,TO,I-LEGAL
as,NNS,O
per,VBN,O
article,IN,O
2462,NN,O
parliament,NN,B-LEGAL
and,NN,O
the,NN,O
legislature,IN,O
of,DT,O
any,JJ,O
state,NN,O
also,IN,O
have,IN,O
power,NN,O
to,CD,O
make,NN,O
laws,CC,O
with,DT,O
respect,NN,O
to,IN,O
any,DT,O
of,NN,O
the,RB,O
matters,VBP,O
enumerated,NN,O
in,TO,O
list,VB,O
iii,NNS,O
concurrent,IN,B-LEGAL
list,NN,I-LEGAL
in,TO,O
the,DT,O
seventh,IN,B-LEGAL
schedule,DT,I-LEGAL
the,NNS,O
legislature,VBN,B-LEGAL
of,IN,I-LEGAL
the,NN,I-LEGAL
state,NN,I-LEGAL
has,JJ,O
however,NN,O
exclusive,IN,O
power,DT,O
to,JJ,O
make,NN,O
laws,DT,O
with,NN,O
respect,IN,O
to,DT,O
matters,NN,O
enumerated,VBZ,O
in,RB,O
list,JJ,O
ii,NN,O
state,TO,B-LEGAL
list,VB,I-LEGAL
in,NNS,O
the,IN,O
seventh,NN,B-LEGAL
schedule,TO,I-LEGAL
as,NNS,O
per,VBN,O
article,IN,O
2463,NN,O
of,NN,O
the,NN,O
constitution,NN,O
also,IN,O
there,DT,O
being,JJ,O
a,NN,O
specific,IN,O
entry,IN,O
dealing,NN,O
with,CD,O
lotteries,IN,O
the,DT,O
power,NN,O
to,RB,O
legislate,RB,O
on,VBG,O
lotteries,DT,O
would,JJ,O
be,NN,O
in,VBG,O
the,IN,O
exclusive,NNS,O
domain,DT,O
of,NN,O
the,TO,O
parliament,VB,B-LEGAL
even,IN,O
though,NNS,O
it,MD,O
is,VB,O
a,IN,O
form,DT,O
of,JJ,O
gambling,NN,O
and,IN,O
would,DT,O
be,NN,O
generally,RB,O
covered,IN,O
under,PRP,O
item,VBZ,O
no,DT,O
34,NN,O
of,IN,O
list,NN,O
ii,CC,O
state,MD,B-LEGAL
list,VB,I-LEGAL
the,RB,O
parliament,VBN,B-LEGAL
in,IN,O
exercise,NN,O
of,DT,O
the,CD,O
power,IN,O
vested,NN,O
in,NN,O
it,NN,O
to,NN,O
enact,DT,O
law,NN,O
on,IN,O
lotteries,NN,O
as,IN,O
per,DT,O
item,NN,O
no,VBN,O
40,IN,O
of,PRP,O
list,TO,O
i,VB,O
union,NN,B-LEGAL
list,IN,I-LEGAL
enacted,NNS,O
the,IN,O
lotteries,IN,O
regulation,NN,B-LEGAL
act,DT,O
1998,CD,O
section,IN,O
3,NN,O
of,NNS,O
the,NN,O
act,NN,O
ordains,VBD,O
that,DT,O
save,NNS,O
as,NN,O
otherwise,NN,O
provided,CD,O
in,NN,O
section,CD,O
4,IN,O
no,DT,O
state,NN,O
government,VBZ,O
shall,WDT,O
organize,VBP,O
conduct,IN,O
or,RB,O
promote,VBN,O
any,IN,O
lottery,NN,O
a,CD,O
state,DT,O
government,NN,O
has,NN,O
been,MD,O
authorized,VB,O
to,NN,O
organize,CC,O
conduct,VB,O
or,DT,O
promote,NN,O
a,DT,O
lottery,NN,O
subject,NN,O
to,VBZ,O
the,VBN,O
conditions,VBN,O
enumerated,TO,O
in,VB,O
section,NN,O
4,CC,O
which,VB,O
has,DT,O
already,NN,O
been,NN,O
re,TO,O
produced,DT,O
earlier,NNS,O
it,VBN,O
is,IN,O
absolutely,NN,O
clear,CD,O
that,WDT,O
even,VBZ,O
though,RB,O
the,VBN,O
power,NN,O
to,VBN,O
legislate,JJR,O
on,PRP,O
lotteries,VBZ,O
vests,RB,O
exclusively,JJ,O
with,IN,O
the,RB,O
parliament,IN,B-LEGAL
the,DT,O
respective,NN,O
states,TO,O
have,VB,O
been,IN,O
delegated,NNS,O
this,NNS,O
power,RB,O
but,IN,O
it,DT,O
has,NN,O
to,DT,O
be,JJ,O
subject,NNS,O
to,VBP,O
conditions,VBN,O
enumerated,VBN,O
in,DT,O
section,NN,O
4,CC,O
by,PRP,O
virtue,VBZ,O
of,TO,O
the,VB,O
provisions,JJ,O
contained,TO,O
in,NNS,O
section,VBN,O
12,IN,O
of,NN,O
the,CD,O
act,IN,O
the,NN,O
government,IN,O
may,DT,O
by,NNS,O
notification,VBN,O
in,IN,O
the,NN,O
official,CD,O
gazette,IN,O
make,DT,O
rules,NN,O
to,DT,O
carry,NN,O
out,MD,O
the,IN,O
provisions,NN,O
of,IN,O
the,DT,O
act,JJ,O
exercising,NN,O
the,VBP,O
powers,NNS,O
vested,TO,O
in,VB,O
it,RP,O
by,DT,O
the,NNS,O
provisions,IN,O
contained,DT,O
in,NN,O
section,VBG,O
12,DT,O
the,NNS,O
state,VBN,O
of,IN,O
kerala,PRP,O
has,IN,O
framed,DT,O
the,NNS,O
kerala,VBN,O
paper,IN,O
lotteries,NN,O
regulation,CD,B-LEGAL
rules,DT,O
2005,NN,O
30,IN,O
provisions,NN,O
of,VBZ,O
the,VBN,O
act,DT,O
in,JJ,O
particular,NN,O
section,NNS,O
12,NN,O
of,NNS,O
the,CD,O
act,CD,O
clearly,NNS,O
manifest,IN,O
that,DT,O
even,NN,O
though,IN,O
the,JJ,O
power,NN,O
to,CD,O
legislate,IN,O
on,DT,O
the,NN,O
subject,RB,O
lotteries,JJS,O
is,IN,O
in,RB,O
the,IN,O
exclusive,DT,O
domain,NN,O
of,TO,O
the,VB,O
parliament,IN,B-LEGAL
the,DT,O
power,NN,O
to,VBZ,O
legislate,VBZ,O
as,IN,O
well,DT,O
has,JJ,O
been,NN,O
delegated,IN,O
by,DT,O
the,NN,O
parliament,DT,B-LEGAL
to,NN,O
the,TO,O
respective,VB,O
states,RB,O
in,RB,O
the,VBZ,O
country,VBN,O
and,VBN,O
as,IN,O
mentioned,DT,O
above,NN,O
it,TO,O
is,DT,O
in,JJ,O
exercise,NNS,O
of,IN,O
that,DT,O
power,NN,O
the,CC,O
state,IN,O
of,VBN,O
kerala,IN,O
has,PRP,O
indeed,VBZ,O
framed,IN,O
the,NN,O
rules,IN,O
of,DT,O
2005,NN,O
it,DT,O
is,NN,O
significant,IN,O
to,NN,O
mention,VBZ,O
that,RB,O
section,VBN,O
5,DT,O
further,NNS,O
authorizes,IN,O
a,CD,O
state,PRP,O
government,VBZ,O
to,JJ,O
prohibit,TO,O
the,VB,O
sale,DT,O
of,NN,O
tickets,CD,O
of,JJ,O
the,VBZ,O
lottery,DT,O
organized,NN,O
conducted,NN,O
or,TO,O
promoted,VB,O
by,DT,O
every,NN,O
other,IN,O
state,NNS,O
section,IN,O
5,DT,O
of,NN,O
the,VBN,O
act,VBD,O
was,CC,O
however,VBN,O
under,IN,O
a,DT,O
serious,JJ,O
challenge,NN,O
in,NN,O
br,CD,O
enterprises,IN,O
supra,DT,O
framed,NN,O
in,VBD,O
somewhat,RB,O
different,IN,O
language,DT,O
the,JJ,O
challenge,NN,O
to,IN,O
section,NN,O
5,NNS,O
was,VBP,O
that,VBN,O
the,IN,O
delegation,RB,B-LEGAL
to,JJ,O
the,NN,O
state,DT,O
to,NN,O
decide,TO,O
to,NN,O
prohibit,CD,O
the,VBD,O
sale,IN,O
of,DT,O
lotteries,NN,O
organized,TO,O
by,DT,O
other,NN,O
states,TO,O
is,VB,O
a,TO,O
delegation,VB,B-LEGAL
by,DT,I-LEGAL
parliament,NN,I-LEGAL
of,IN,O
its,NNS,O
essential,VBN,O
legislative,IN,B-LEGAL
power,JJ,I-LEGAL
without,NNS,O
any,VBZ,O
policy,DT,O
or,NN,O
bereft,IN,O
of,NN,O
the,IN,O
guidelines,PRP$,O
and,JJ,O
that,JJ,O
there,NN,O
was,IN,O
total,DT,O
abdication,NN,O
of,CC,O
the,NN,O
legislative,IN,B-LEGAL
power,DT,I-LEGAL
of,NNS,O
the,CC,O
parliament,IN,B-LEGAL
which,EX,O
was,VBD,O
a,JJ,O
naked,NN,O
delegation,IN,B-LEGAL
hence,DT,O
violative,JJ,O
of,NN,O
article,IN,O
14,DT,O
of,NN,O
the,WDT,O
constitution,VBD,B-LEGAL
of,DT,I-LEGAL
india,JJ,I-LEGAL
the,NN,O
counter,RB,O
contention,CD,O
raised,IN,O
by,NN,O
the,CD,O
states,IN,O
and,DT,O
in,NN,O
particular,IN,O
the,NN,O
state,DT,O
of,NN,O
tamil,NN,O
nadu,VBN,O
which,IN,O
had,DT,O
banned,NNS,O
lotteries,CC,O
of,IN,O
other,JJ,O
states,DT,O
but,NN,O
continued,IN,O
to,NN,O
have,NN,O
its,WDT,O
own,VBD,O
was,VBN,O
that,NNS,O
on,IN,O
a,JJ,O
plain,NNS,O
reading,CC,O
of,VBD,O
section,TO,O
5,VB,O
a,PRP$,O
state,JJ,O
without,VBD,O
banning,IN,O
its,IN,O
own,DT,O
lotteries,NN,O
can,NN,O
ban,IN,O
lotteries,NN,O
organized,CD,O
by,DT,O
other,NN,O
states,IN,O
the,VBG,O
union,PRP$,O
of,JJ,O
india,NNS,O
and,MD,O
also,VB,O
the,NNS,O
state,VBN,O
of,IN,O
up,JJ,O
had,NNS,O
raised,DT,O
a,NN,O
contention,IN,O
that,NN,O
section,CC,O
5,RB,O
should,DT,O
be,NN,O
read,IN,O
as,RP,O
to,VBD,O
entitle,VBN,O
only,DT,O
such,NN,O
state,IN,O
to,NN,O
ban,CD,O
which,MD,O
as,VB,O
a,VBN,O
policy,IN,O
does,TO,O
not,VB,O
permit,RB,O
its,JJ,O
own,NN,O
lottery,TO,O
to,VB,O
run,WDT,O
if,IN,O
this,DT,O
be,NN,O
so,VBZ,O
possibly,RB,O
there,VB,O
could,PRP$,O
be,JJ,O
no,NN,O
discrimination,TO,B-LEGAL
as,VB,O
it,IN,O
would,DT,O
apply,VB,O
uniformly,RB,O
to,RB,O
all,EX,O
the,MD,O
states,VB,O
on,DT,O
the,NN,O
respective,IN,O
contentions,PRP,O
of,MD,O
the,VB,O
learned,RB,O
counsel,TO,O
as,PDT,O
mentioned,DT,O
above,NNS,O
this,IN,O
court,DT,O
framed,JJ,O
the,NNS,O
question,IN,O
as,DT,O
follows,JJ,O
81,NN,O
the,IN,O
legal,VBN,B-LEGAL
principle,IN,I-LEGAL
which,DT,O
emerges,NN,O
as,VBD,O
submitted,DT,O
is,NN,O
that,IN,O
delegation,VBZ,B-LEGAL
of,CD,O
essential,DT,O
legislative,JJ,B-LEGAL
power,NN,I-LEGAL
of,WDT,O
the,VBZ,O
principal,IN,O
to,VBN,O
the,VBZ,O
delegatee,DT,O
would,NN,O
amount,IN,O
to,JJ,O
abdication,JJ,O
of,NN,O
its,IN,O
legislative,DT,B-LEGAL
power,NN,I-LEGAL
and,TO,O
if,DT,O
it,NN,O
is,MD,O
bereft,VB,O
of,TO,O
any,NN,O
guidelines,IN,O
then,PRP$,O
it,JJ,O
is,NN,O
unsustainable,CC,O
in,IN,O
the,PRP,O
eye,VBZ,O
of,VBN,O
the,IN,O
law,DT,O
while,NNS,O
dealing,RB,O
with,PRP,O
the,VBZ,O
question,JJ,O
aforesaid,IN,O
this,DT,O
court,NN,O
first,IN,O
recorded,DT,O
reasons,NN,O
as,IN,O
to,VBG,O
why,IN,O
the,DT,O
power,NN,O
had,VBD,O
been,DT,O
delegated,NN,O
by,RB,O
the,VBD,O
union,NNS,O
to,IN,O
the,TO,O
states,WRB,O
it,DT,O
was,NN,O
inter,VBD,O
alia,VBN,O
observed,VBN,O
as,IN,O
follows,DT,O
83,NN,O
as,TO,O
revealed,DT,O
from,NNS,O
anraj,PRP,O
case,VBD,O
i,JJ,O
some,RB,O
of,VBN,O
the,IN,O
states,VBZ,O
sought,CD,O
permission,IN,O
of,VBN,O
the,IN,O
union,JJ,O
as,NN,O
a,VB,O
policy,DT,O
to,IN,O
raise,DT,O
their,NNS,O
revenue,VBD,O
through,NN,O
these,IN,O
lotteries,DT,O
which,NN,O
was,IN,O
conferred,DT,O
by,NN,O
the,TO,O
presidential,VB,B-LEGAL
order,PRP$,I-LEGAL
under,NN,O
article,IN,O
2581,DT,O
though,NNS,O
it,WDT,O
records,VBD,O
the,VBN,O
state,IN,O
could,DT,O
have,JJ,O
exercised,NN,O
their,IN,O
discretion,NN,O
as,CD,O
a,IN,O
policy,PRP,O
to,VBZ,O
have,DT,O
their,NN,O
own,MD,O
lotteries,VB,O
without,VBN,O
such,PRP$,O
permission,NN,O
in,IN,O
view,DT,O
of,NN,O
its,TO,O
extended,VB,O
executive,PRP$,B-LEGAL
power,JJ,I-LEGAL
under,NNS,O
article,IN,O
298,JJ,O
it,NN,O
further,IN,O
reveals,NN,O
till,IN,O
parliament,PRP$,B-LEGAL
makes,JJ,O
any,NN,O
law,NN,O
the,IN,O
decision,NN,O
to,CD,O
start,PRP,O
its,JJ,O
lottery,NNS,O
or,VBP,O
to,JJ,O
close,VBZ,O
it,DT,O
is,NN,O
exclusively,DT,O
within,NN,O
the,TO,B-LEGAL
executive,VB,I-LEGAL
power,PRP$,O
of,NN,O
each,CC,O
state,TO,O
this,VB,O
is,PRP,O
because,VBZ,O
it,RB,O
is,IN,O
the,DT,O
policy,JJ,B-LEGAL
decision,NN,I-LEGAL
of,IN,O
a,DT,O
state,NN,O
which,DT,O
has,VBZ,O
to,IN,O
decide,PRP,O
as,VBZ,O
a,DT,O
principle,NN,O
whether,NN,O
it,IN,O
desires,DT,O
to,NN,O
collect,WDT,O
in,VBZ,O
this,TO,O
form,VB,O
the,IN,O
revenue,DT,O
or,NN,O
not,IN,O
the,PRP,O
benefit,VBZ,O
of,TO,O
article,VB,O
