ruma,NN,O 
state,DT,O
of,NN,O
orissa,NN,O
v,VBN,O
ma,IN,O
tulloch,NN,O
and,NN,O
co,VBD,O
manu,RB,O
sc,TO,O
0021,DT,O
1963manu,NN,O
sc,IN,O
0021,DT,O
1963,NNS,O
1964,MD,O
4scr461,VB,O
and,IN,O
baij,PRP$,O
nath,JJ,O
kedia,NNS,O
v,CC,O
state,EX,O
of,VBZ,O
bihar,DT,O
and,NN,O
ors,IN,O
manu,DT,O
sc,DT,O
0352,NNS,O
1969manu,VBP,O
sc,VBN,O
0352,IN,O
1969,DT,O
1970,NN,O
2scr100,IN,O
168,PRP$,O
the,JJ,O
other,JJ,O
matter,NN,O
arising,CC,O
out,NN,O
of,DT,O
the,NN,O
judgment,NN,O
of,VBD,O
patna,IN,O
high,DT,O
court,NNS,O
is,IN,O
one,DT,O
filed,NN,O
by,IN,O
agricultural,NN,O
produce,IN,O
market,NN,O
committee,NN,O
against,NN,O
a,NN,O
similar,CC,O
order,NN,O
as,NN,O
in,NN,O
civil,CD,O
appeal,CD,O
no,NN,O
6453,CD,O
of,CD,O
2001,CD,O
remanding,CD,O
the,CC,O
matter,VB,O
for,JJ,O
making,NN,O
a,NN,O
fresh,NN,O
assessment,IN,O
order,NN,O
after,CC,O
issuing,NNS,O
notice,VBP,O
to,JJ,O
the,CD,O
itc,CD,O
so,NN,O
far,CD,O
as,CD,O
civil,CD,O
appeals,CD,O
arising,CD,O
out,DT,O
of,JJ,O
the,NN,O
judgment,VBG,O
of,IN,O
allahabad,IN,O
high,DT,O
court,NN,O
is,IN,O
concerned,JJ,O
the,JJ,O
division,NN,O
bench,VBZ,O
of,CD,O
allahabad,VBN,O
high,IN,O
court,JJ,O
followed,NN,O
the,NN,O
judgment,NN,O
of,IN,O
this,DT,O
court,JJ,O
in,NN,O
itc,IN,O
v,IN,O
the,JJ,O
state,NN,O
of,DT,O
karnataka,CD,O
1985,IN,O
supp,CD,O
l,VBG,O
scc,DT,O
476,NN,O
and,IN,O
held,VBG,O
that,DT,O
mandi,JJ,O
samiti,NN,O
cannot,NN,O
charge,IN,O
a,VBG,O
market,NN,O
fee,TO,O
on,DT,O
sale,NN,O
and,RB,O
purchase,RB,O
of,IN,O
tobacco,JJ,O
and,NNS,O
consequently,VBG,O
krishi,IN,O
utpadan,IN,O
mandi,DT,O
samiti,NN,O
has,IN,O
preferred,JJ,O
the,JJ,O
appeals,NN,O
in,VBZ,O
question,VBN,O
civil,DT,O
appeal,NN,O
no,NN,O
3872,IN,O
of,JJ,O
1990,JJ,O
also,NN,O
arises,VBD,O
out,DT,O
of,NN,O
a,IN,O
judgment,DT,O
of,NN,O
allahabad,IN,O
high,NN,O
court,IN,O
and,DT,O
the,NN,O
tobacco,IN,O
merchants,NN,O
association,CD,O
and,NN,O
ors,NN,O
are,VBD,O
the,CD,O
appellants,CC,O
the,VBD,O
full,IN,O
bench,NN,O
of,NN,O
allahabad,MD,O
high,RB,O
court,VB,O
considered,DT,O
the,NN,O
constitutional,NN,B-LEGAL
validity,IN,I-LEGAL
of,NN,O
up,CC,O
krishi,NN,O
utpadan,IN,O
mandi,NN,O
adhiniyam,CC,O
1964,RB,O
and,VB,O
came,JJ,O
to,NN,O
hold,NN,O
that,VBZ,O
the,VBN,O
adhiniyam,DT,O
permitting,NNS,O
levy,IN,O
and,NN,O
collection,JJ,O
of,NN,O
fee,DT,O
under,CD,O
section,IN,O
17iii,CD,O
in,RB,O
so,VBZ,O
far,IN,O
as,IN,O
it,DT,O
applies,NN,O
to,IN,O
tobacco,JJ,O
is,JJ,O
not,NN,O
repugnant,CC,O
to,DT,O
the,NN,O
provisions,NNS,O
of,NN,O
tobacco,CC,O
board,NNS,O
act,VBP,O
and,DT,O
further,NNS,O
held,DT,O
that,JJ,O
the,NN,O
decision,IN,O
of,JJ,O
the,JJ,O
supreme,NN,O
court,VBD,O
in,DT,O
ram,JJ,O
chander,NN,O
kailash,IN,O
kumar,IN,O
v,NN,O
state,JJ,O
of,NN,O
up,NN,O
is,CD,O
binding,CC,O
notwithstanding,VBD,O
the,TO,O
subsequent,VB,O
decision,IN,O
of,DT,O
the,NN,O
supreme,VBG,O
court,NN,O
in,CC,O
the,NN,O
case,IN,O
of,NN,O
itc,IN,O
v,NN,O
state,CD,O
of,IN,O
karnataka,RB,O
supra,RB,O
and,IN,O
therefore,PRP,O
the,VBZ,O
tobacco,TO,O
merchants,VB,O
association,VBZ,O
has,RB,O
assailed,JJ,O
the,TO,O
legality,DT,O
of,NNS,O
the,IN,O
aforesaid,NN,O
full,NN,O
bench,NN,O
decision,CC,O
so,JJ,O
far,VBD,O
as,IN,O
the,DT,O
state,NN,O
of,IN,O
tamil,DT,O
nadu,JJ,O
is,NN,O
concerned,IN,O
the,NN,O
tamil,NN,O
nadu,NN,O
agricultural,NN,O
marketing,NN,O
board,NN,O
has,IN,O
assailed,NN,O
the,VBZ,O
judgment,VBG,O
of,VBG,O
the,DT,O
division,JJ,O
bench,NN,O
of,IN,O
the,DT,O
high,JJ,O
court,NN,O
as,IN,O
the,DT,O
high,NN,O
court,IN,O
followed,NN,O
the,NN,O
judgment,NN,O
of,IN,O
this,NN,O
court,NN,O
in,CC,O
the,RB,O
itc,DT,O
case,NN,O
and,NNS,O
held,NN,O
that,VBZ,O
the,VBN,O
state,DT,B-LEGAL
legislature,NN,I-LEGAL
has,IN,O
no,DT,O
legislative,JJ,B-LEGAL
power,JJ,I-LEGAL
or,NN,O
competence,NN,O
to,RB,O
notify,RB,O
tobacco,IN,O
for,DT,O
the,NN,O
purpose,IN,O
of,NN,O
control,NN,O
and,VBZ,O
regulation,VBN,B-LEGAL
and,DT,O
levy,NN,O
market,JJ,O
fee,JJ,O
under,NN,O
the,NN,O
provisions,VBZ,O
of,VBN,O
tamil,DT,O
nadu,NN,O
regulation,IN,B-LEGAL
act,DT,O
1959,NN,O
in,NN,O
fact,IN,O
the,DT,O
high,JJ,O
court,NN,O
held,IN,O
that,DT,O
the,JJ,O
ratio,NN,O
of,VBD,O
majority,DT,O
opinion,NN,O
in,IN,O
itc,DT,O
case,NN,O
squarely,IN,O
applies,DT,O
and,NN,O
therefore,NN,O
the,CC,O
state,VBD,B-LEGAL
legislature,IN,I-LEGAL
of,DT,O
tamil,NN,O
nadu,NN,O
has,VBZ,O
no,DT,O
legislative,JJ,B-LEGAL
power,NN,I-LEGAL
to,CC,O
notify,NN,O
or,TO,O
provide,VB,O
for,NN,O
notifying,IN,O
tobacco,DT,O
for,NN,O
the,IN,O
purpose,NN,O
of,CC,O
control,NN,O
regulation,CC,B-LEGAL
and,NN,O
levy,NN,O
of,NN,O
fee,IN,O
or,DT,O
other,NNS,O
charges,IN,O
under,NN,O
the,JJ,O
provisions,NN,O
of,NN,O
tamil,CD,O
nadu,IN,O
agricultural,NN,O
produce,DT,O
markets,JJ,O
act,NN,O
1959,VBD,O
169,IN,O
jayalakshmi,DT,O
tobacco,NN,O
company,IN,O
filed,NN,O
a,NN,O
civil,IN,O
writ,JJ,O
petition,NN,O
no,RB,O
8614,NNS,O
of,CC,O
1982,RB,O
under,DT,O
article,NN,O
32,NN,O
challenging,IN,O
the,NN,O
constitutional,NN,B-LEGAL
validity,VBZ,I-LEGAL
of,DT,O
certain,JJ,O
provisions,NN,O
of,TO,O
karnataka,VB,O
agricultural,CC,O
produce,VB,O
marketing,IN,O
regulation,VBG,B-LEGAL
act,NN,O
1966,IN,O
on,DT,O
the,NN,O
ground,IN,O
that,NN,O
in,NN,O
view,CC,O
of,NN,O
tobacco,IN,O
board,NN,O
act,CC,O
1975,JJ,O
and,NNS,O
tobacco,IN,O
association,DT,O
act,NNS,O
1975,IN,O
the,NN,O
entire,JJ,O
field,JJ,O
regarding,NN,O
the,NNS,O
development,VBP,O
to,CD,O
tobacco,CD,O
industry,NN,O
including,NN,O
the,NN,O
marketing,VBD,O
of,DT,O
tobacco,JJ,O
was,NN,O
occupied,NN,O
and,DT,O
the,CD,O
state,IN,O
legislation,CD,B-LEGAL
is,IN,O
repugnant,NN,O
to,CD,O
the,VBG,O
central,DT,O
act,JJ,O
170,NN,O
so,IN,O
far,JJ,O
as,NNS,O
12,IN,O
appeals,JJ,O
arising,JJ,O
out,NN,O
of,NN,O
the,NN,O
judgments,NN,O
of,CD,O
madhya,IN,O
pradesh,DT,O
high,NN,O
court,IN,O
are,IN,O
concerned,NN,O
the,IN,O
high,NN,O
court,NN,O
of,NN,O
madhya,CD,O
pradesh,CC,O
followed,VB,O
the,NN,O
judgment,NN,O
of,CD,O
this,DT,O
court,JJ,O
in,NN,O
the,VBG,O
itc,DT,O
case,NN,O
and,TO,O
held,VB,O
that,NN,O
the,VBG,O
market,DT,O
committee,NN,O
will,IN,O
not,NN,O
be,VBD,O
entitled,VBN,O
to,CC,O
realise,DT,O
any,NN,O
market,NN,O
fee,VBZ,O
in,JJ,O
relation,TO,O
to,DT,O
the,JJ,O
trade,NN,O
with,CD,O
regard,RB,O
to,RB,O
tobacco,IN,O
since,CD,O
the,NNS,O
market,VBG,O
committee,IN,O
act,IN,O
is,DT,O
repugnant,NNS,O
to,IN,O
the,NN,O
tobacco,JJ,O
board,JJ,O
act,NN,O
it,VBP,O
may,VBN,O
be,DT,O
stated,JJ,O
that,NN,O
though,IN,O
the,NN,O
writ,NN,O
petition,VBD,O
had,DT,O
been,NN,O
filed,IN,O
challenging,DT,O
the,NN,O
constitutional,IN,B-LEGAL
validity,DT,I-LEGAL
of,NN,O
the,NN,O
state,CC,O
act,VBD,O
the,IN,O
high,DT,O
court,NN,O
held,NN,O
the,MD,O
mp,RB,O
krishi,VB,O
utpadan,VBN,O
mandi,TO,O
adhiniyam,VB,O
1972,DT,O
as,NN,O
amended,NN,O
by,IN,O
mp,NN,O
krishi,TO,O
utpadan,DT,O
mandi,NN,O
sanshodhan,IN,O
adhiniyam,NN,O
1986,TO,O
to,VB,O
be,IN,O
valid,DT,O
171,NN,O
mr,NN,O
shanti,NN,O
bhushan,VBZ,O
learned,JJ,O
senior,TO,O
counsel,DT,O
appeared,NNP,O
for,NN,O
itc,NN,O
and,PRP,O
argued,MD,O
that,VB,O
the,VBN,O
majority,IN,O
view,IN,O
in,DT,O
the,NN,O
decision,NN,O
of,VBD,O
itc,VBN,O
case,VBN,O
is,VBG,O
correct,DT,O
and,JJ,O
once,NN,O
parliament,IN,B-LEGAL
has,DT,O
made,NN,O
a,NN,O
law,DT,O
relating,JJ,O
to,NN,O
tobacco,VBD,O
industry,DT,O
which,NN,O
provides,NN,O
for,JJ,O
the,NN,O
manner,NN,O
and,CD,O
place,IN,O
of,VBN,O
sale,IN,O
as,NN,O
well,NN,O
as,JJ,O
levy,NN,O
of,NN,O
fee,NN,O
on,CD,O
the,TO,O
sale,VB,O
the,JJ,O
market,CD,O
committee,NN,O
act,NN,O
enacted,NN,O
by,VBD,O
the,JJ,O
state,NN,B-LEGAL
legislature,VBD,I-LEGAL
providing,IN,O
levy,NN,O
of,CC,O
fee,VBD,O
for,IN,O
sale,DT,O
of,NN,O
the,NN,O
tobacco,IN,O
within,DT,O
the,NN,O
market,IN,O
area,JJ,O
will,NN,O
be,VBZ,O
repugnant,JJ,O
to,CC,O
the,RB,O
central,NN,O
law,VBZ,O
and,VBN,O
therefore,DT,O
the,NN,O
state,VBG,O
act,TO,O
so,VB,O
far,NN,O
as,WDT,O
it,VBZ,O
deals,IN,O
with,DT,O
tobacco,NN,O
must,CC,O
be,NN,O
held,IN,O
to,NN,O
be,RB,O
ultra,RB,O
vires,IN,O
172,NN,O
mr,IN,O
rakesh,NN,O
dwividi,IN,O
the,DT,O
learned,NN,O
senior,DT,O
counsel,NN,O
appearing,NN,O
for,NN,O
the,VBN,O
state,IN,O
of,DT,O
bihar,NN,O
on,NN,O
the,VBG,O
other,NN,O
hand,IN,O
contended,NN,O
that,IN,O
the,NN,O
majority,IN,O
decision,DT,O
in,NN,O
the,IN,O
case,DT,O
must,NN,O
be,NN,O
held,MD,O
to,VB,O
the,JJ,O
contrary,TO,O
to,DT,O
several,JJ,O
constitutional,NN,O
bench,CC,O
decisions,RB,O
of,DT,O
this,NN,O
court,NN,O
starting,RB,O
from,RB,O
tika,IN,O
ramji,PRP,O
v,VBZ,O
state,IN,O
of,NN,O
up,MD,O
manu,VB,O
sc,VBN,O
0008,TO,O
1956manu,VB,O
sc,JJ,O
0008,NNS,O
1956,CD,O
1956,NNS,O
1scr393,JJ,O
and,VBP,O
the,DT,O
word,JJ,O
industry,JJ,O
in,NN,O
entry,VBG,O
52,IN,O
of,DT,O
list,NN,O
i,IN,O
must,NN,O
be,IN,O
given,DT,O
a,JJ,O
limited,NN,O
meaning,VBD,O
so,IN,O
construed,DT,O
according,NN,O
to,NN,O
mr,IN,O
dwividi,DT,O
the,NN,O
parliament,MD,B-LEGAL
cannot,VB,O
be,VBN,O
said,TO,O
to,DT,O
have,JJ,O
legislative,TO,B-LEGAL
competence,JJ,I-LEGAL
to,JJ,O
make,NN,O
law,NNS,O
in,IN,O
relation,DT,O
to,NN,O
growing,VBG,O
of,IN,O
raw,JJ,O
tobacco,NN,O
or,NN,O
even,NN,O
sale,IN,O
thereof,IN,O
and,NN,O
to,NN,O
that,CD,O
extent,CD,O
the,NN,O
tobacco,CD,O
board,CD,O
act,CD,O
must,CD,O
be,CC,O
held,DT,O
to,NN,O
be,NN,O
invalid,IN,O
according,NN,O
to,CD,O
him,IN,O
the,NN,O
state,NN,B-LEGAL
legislature,MD,I-LEGAL
was,VB,O
fully,VBN,O
competent,DT,O
to,JJ,O
enact,NN,O
the,RB,O
agricultural,JJ,O
market,VBG,O
committee,TO,O
act,VB,O
and,VB,O
providing,DT,O
therein,NN,O
for,MD,O
levy,RB,O
of,VB,O
fee,VBD,O
for,TO,O
sale,VB,O
and,JJ,O
purchase,NN,O
of,TO,O
agricultural,VB,O
produce,NN,O
including,IN,O
tobacco,NN,O
apart,TO,O
from,VBG,O
the,IN,O
main,JJ,O
arguments,NN,O
advanced,CC,O
by,RB,O
these,NN,O
two,NN,O
learned,CC,O
senior,TO,O
counsel,DT,O
several,NN,O
other,DT,O
counsel,NN,O
appearing,NN,O
for,NN,O
market,MD,O
committee,VB,O
namely,VBN,O
mr,TO,O
ashok,VB,O
ganguli,JJ,O
appearing,VBG,O
in,TO,O
tamil,PRP,O
nadu,DT,O
case,NN,O
dr,NN,O
am,VBD,O
singhvi,RB,O
appearing,JJ,O
for,TO,O
market,VB,O
committee,DT,O
monghyr,JJ,O
mrs,NN,O
shobha,NN,O
dikshit,NN,O
appearing,CC,O
for,VBG,O
krishi,NN,O
mandi,IN,O
of,NN,O
farukhabad,IN,O
mr,NN,O
pramod,IN,O
swarup,NN,O
appearing,CC,O
in,NN,O
the,IN,O
case,JJ,O
arising,NNS,O
out,VBG,O
of,JJ,O
the,RB,O
judgment,IN,O
of,DT,O
allahabad,JJ,O
high,NNS,O
court,VBN,O
mr,IN,O
gl,DT,O
sanghi,CD,O
appearing,VBD,O
for,JJ,O
krishi,NN,O
mandi,JJ,O
in,JJ,O
the,NN,O
madhya,VBG,O
pradesh,IN,O
batch,NN,O
of,NN,O
appeals,RB,O
supported,JJ,O
the,NN,O
arguments,NN,O
advanced,VBG,O
by,IN,O
mr,NN,O
dwivedi,JJ,O
mr,NN,O
gl,NN,O
sanghi,VBP,O
the,NN,O
learned,VBG,O
senior,IN,O
counsel,NN,O
appearing,NN,O
for,FW,O
madhya,FW,O
pradesh,FW,O
krishi,NN,O
mandi,VBG,O
in,IN,O
mp,NNP,O
batch,NN,O
of,IN,O
appeals,JJ,O
submitted,NN,O
for,NN,O
re,NN,O
conciliation,VBG,O
of,IN,O
both,DT,O
the,NN,O
acts,VBG,O
and,IN,O
contended,IN,O
that,DT,O
there,NN,O
exists,IN,O
no,JJ,O
repugnancy,JJ,B-LEGAL
and,NN,O
both,VBD,O
acts,JJ,O
can,NN,O
be,VBG,O
allowed,IN,O
to,NN,O
operate,NN,O
mr,IN,O
trivedi,DT,O
the,NN,O
learned,JJ,O
additional,NN,O
solicitor,IN,O
general,NNS,O
appearing,VBD,O
for,DT,O
the,NNS,O
attorney,VBN,B-LEGAL
general,IN,I-LEGAL
of,NN,O
india,NN,O
however,NN,O
contended,NN,O
that,VBD,O
the,DT,O
constitutionality,JJ,O
of,JJ,O
tobacco,NN,O
act,VBG,O
not,IN,O
having,NN,O
been,NN,O
assailed,NN,O
in,NN,O
any,IN,O
of,JJ,O
these,NN,O
cases,IN,O
the,NNS,O
court,VBN,O
need,IN,O
not,JJ,O
embark,NN,O
upon,IN,O
an,CC,O
enquiry,DT,O
with,NNS,O
regard,CC,O
to,VBD,O
the,IN,O
competence,EX,O
of,VBZ,O
parliament,DT,B-LEGAL
to,NN,O
enact,CC,O
the,DT,O
tobacco,NNS,O
board,MD,O
act,VB,O
under,VBN,O
entry,TO,O
52,VB,O
list,NN,O
i,IN,O
of,DT,O
the,JJ,O
viith,JJ,O
schedule,NN,O
he,JJ,O
also,VBG,O
further,IN,O
contended,DT,O
that,NN,O
the,NN,O
tobacco,IN,O
industry,NN,O
having,RB,O
been,VBD,O
notified,IN,O
as,DT,O
an,NN,O
industry,IN,O
the,NN,O
control,NN,O
of,RB,O
which,VBG,O
the,VBN,O
parliament,VBN,B-LEGAL
thought,IN,O
it,DT,O
expedient,IN,O
to,DT,O
be,NNS,O
taken,DT,O
over,NN,O
in,MD,O
the,RB,O
public,VB,O
interest,IN,O
and,DT,O
the,NN,O
tobacco,IN,O
board,NN,O
act,TO,O
having,DT,O
been,NN,O
enacted,IN,O
there,NN,O
cannot,TO,O
be,VB,O
any,DT,O
limitation,NN,O
for,NN,O
exercise,NN,O
of,IN,O
power,NN,O
of,CD,O
the,NN,O
parliament,NN,B-LEGAL
even,IN,O
in,DT,O
relation,NN,O
to,NN,O
the,PRP,O
growing,RB,O
of,RBR,O
tobacco,VBD,O
or,IN,O
sale,DT,O
of,NN,O
tobacco,NN,O
at,VBG,O
specified,VBN,O
place,VBN,O
as,IN,O
well,DT,O
as,NN,O
levy,DT,O
of,NN,O
fee,IN,O
for,WDT,O
such,DT,O
sale,NN,O
and,VBD,O
in,PRP,O
that,VBD,O
view,TO,O
of,VB,O
the,VBN,O
matter,RP,O
the,IN,O
market,DT,O
committee,JJ,O
act,NN,O
providing,CC,O
levy,DT,O
of,NNP,O
market,NN,O
fee,NN,O
on,VBG,O
sale,VBN,O
and,VBN,O
purchase,EX,O
of,MD,O
tobacco,RB,O
within,VB,O
the,DT,O
market,NN,O
area,IN,O
must,NN,O
be,IN,O
struck,NN,O
down,IN,O
it,DT,O
is,NN,O
true,RB,O
as,IN,O
contended,NN,O
by,TO,O
the,DT,O
learned,VBG,O
additional,IN,O
solicitor,NN,O
general,CC,O
that,NN,O
constitutional,IN,B-LEGAL
validity,NN,I-LEGAL
of,IN,O
the,JJ,O
tobacco,NN,O
board,RB,O
act,RB,O
had,IN,O
not,NN,O
been,IN,O
assailed,NN,O
in,IN,O
any,JJ,O
of,NN,O
these,CC,O
cases,IN,O
and,DT,O
only,NN,O
in,IN,O
this,DT,O
court,NN,O
mr,DT,O
rakesh,NN,O
dwivedi,NN,O
the,NN,O
learned,VBG,O
senior,NN,O
counsel,IN,O
appearing,NN,O
for,NN,O
the,IN,O
state,NN,O
of,CC,O
bihar,NN,O
raised,IN,O
the,NN,O
contention,IN,O
in,DT,O
view,NN,O
of,NN,O
the,MD,O
judgment,VB,O
of,VBN,O
this,IN,O
court,PRP,O
in,VBZ,O
itc,JJ,O
case,IN,O
ordinarily,VBN,O
this,IN,O
court,DT,O
does,JJ,O
not,JJ,O
embark,NN,O
upon,NN,O
an,IN,O
enquiry,JJ,O
on,NN,O
the,IN,O
constitutionality,DT,O
of,NNP,O
the,NN,O
legislation,NN,B-LEGAL
if,VBD,O
that,RB,O
had,VBN,O
not,VBN,O
been,IN,O
assailed,DT,O
but,IN,O
taking,DT,O
into,NNS,O
account,CC,O
the,RB,O
procedure,IN,O
that,DT,O
had,NN,O
already,NN,O
been,NN,O
adopted,VBZ,O
and,DT,O
noticing,JJ,O
all,JJ,O
the,NN,O
advocate,VBG,O
generals,IN,O
and,DT,O
the,NN,O
attorney,IN,B-LEGAL
general,NN,I-LEGAL
in,VBD,O
view,DT,O
of,NN,O
the,IN,O
amplitude,NN,O
of,IN,O
arguments,DT,O
advanced,NN,O
by,IN,O
the,DT,O
counsel,NN,O
for,IN,O
the,JJ,O
parties,NN,O
we,RB,O
do,DT,O
not,NN,O
think,VBZ,O
it,RB,O
appropriate,VB,O
to,IN,O
dispose,DT,O
of,NN,O
this,IN,O
batch,DT,O
of,NN,O
cases,IN,O
without,DT,O
examining,NN,O
the,IN,O
constitutional,DT,B-LEGAL
validity,VBD,I-LEGAL
of,RB,O
the,VBN,O
tobacco,VBN,O
board,CC,O
act,VBG,O
enacted,IN,O
by,NN,O
the,DT,O
parliament,NN,B-LEGAL
under,WDT,O
entry,VBD,O
52,RB,O
of,VBN,O
list,VBN,O
i,CC,O
in,VBG,O
fact,PDT,O
the,DT,O
main,NN,O
thrust,NNS,O
of,CC,O
the,DT,O
rival,NN,O
contention,JJ,O
centers,IN,O
round,NN,O
the,IN,O
same,DT,O
173,NN,O
mr,IN,O
shanti,NNS,O
bhushan,VBN,O
learned,IN,O
senior,DT,O
counsel,NN,O
appearing,IN,O
for,DT,O
the,NNS,O
itc,PRP,O
ltd,VBP,O
contended,RB,O
that,VB,O
entry,PRP,O
52,JJ,O
of,TO,O
list,VB,O
i,IN,O
of,DT,O
the,NN,O
viith,IN,O
schedule,NNS,O
of,IN,O
the,VBG,O
constitution,DT,O
requires,JJ,O
the,NN,O
parliament,IN,B-LEGAL
to,DT,O
make,NNP,O
a,NN,O
declaration,NN,O
by,VBN,O
law,IN,O
identifying,DT,O
an,NN,O
industry,IN,O
the,NN,O
control,CD,O
of,IN,O
which,NN,O
is,NN,O
expedient,IN,O
to,NN,O
be,DT,O
taken,JJ,O
over,NN,O
by,IN,O
the,DT,O
union,JJ,O
in,NN,O
the,NNS,O
public,VBP,O
interest,DT,O
once,JJ,O
such,CD,O
a,NN,O
declaration,NN,O
is,NN,O
made,VBD,O
by,JJ,O
the,NN,O
parliament,VBG,B-LEGAL
the,IN,O
entire,DT,O
gamut,NN,O
would,NN,O
be,VBD,O
within,IN,O
the,NN,O
legislative,CD,B-LEGAL
competence,IN,I-LEGAL
of,NN,O
parliament,NN,B-LEGAL
to,IN,O
make,DT,O
law,NN,O
and,NN,O
the,IN,O
very,DT,O
industry,NN,O
having,VBZ,O
been,DT,O
made,NN,O
the,TO,O
subject,VB,O
of,DT,O
legislation,NN,B-LEGAL
the,IN,O
parliament,NN,B-LEGAL
gets,VBG,O
exclusive,DT,O
power,NN,O
under,DT,O
article,NN,O
2461,IN,O
of,WDT,O
the,VBZ,O
constitution,JJ,O
article,TO,O
2461,VB,O
itself,VBN,O
being,RP,O
notwithstanding,IN,O
anything,DT,O
in,NN,O
clauses,IN,O
2,DT,O
and,JJ,O
3,NN,O
of,RB,O
such,JJ,O
article,DT,O
once,NN,O
parliament,VBZ,B-LEGAL
makes,VBN,O
a,IN,O
law,DT,O
in,NN,O
relation,DT,O
to,JJ,O
control,NN,O
of,MD,O
an,VB,O
industry,IN,O
in,DT,O
respect,JJ,O
of,NN,O
which,IN,O
a,NN,O
declaration,TO,O
has,VB,O
been,NN,O
made,CC,O
the,DT,O
state,RB,B-LEGAL
legislature,NN,I-LEGAL
will,VBG,O
be,VBN,O
denuded,VBN,O
of,DT,O
its,NN,O
power,IN,O
to,NN,O
make,DT,O
any,NN,O
law,VBZ,O
in,JJ,O
respect,NN,O
of,IN,O
that,NN,O
industry,CD,O
mr,IN,O
shanti,DT,O
bhushan,NN,O
contends,NN,O
that,CD,O
every,PRP,O
entry,VBG,O
in,VBG,O
the,NN,O
legislative,IN,O
list,NNS,O
has,CD,O
to,CC,O
be,CD,O
construed,IN,O
in,JJ,O
its,NN,O
widest,RB,O
sense,JJ,O
as,VBZ,O
was,DT,O
held,NN,O
by,IN,O
this,NN,O
court,TO,O
in,VB,O
harakchand,IN,O
ratanchand,DT,O
banthia,NN,O
and,IN,O
ors,NN,O
etc,IN,O
v,WDT,O
union,DT,O
of,NN,O
india,VBZ,O
and,VBN,O
ors,VBN,O
manu,DT,O
sc,NN,O
0038,NN,O
1969manu,MD,O
sc,VB,O
0038,VBN,O
1969,IN,O
1970,PRP$,O
1scr479,NN,O
and,TO,O
even,VB,O
privy,DT,B-LEGAL
council,NN,I-LEGAL
has,IN,O
also,NN,O
laid,IN,O
down,DT,O
the,NN,O
said,VBZ,O
proposition,JJ,O
there,NN,O
is,VBZ,O
therefore,IN,O
no,DT,O
rational,NN,O
to,IN,O
give,DT,O
restrictive,JJ,O
meaning,NN,O
to,VBZ,O
the,TO,O
expression,VB,O
industry,VBN,O
in,IN,O
entry,PRP$,O
52,JJS,O
of,NN,O
list,IN,O
i,VBD,O
of,VBN,O
the,IN,O
viith,DT,O
schedule,NN,O
the,IN,O
learned,NN,O
counsel,NN,O
placed,NN,O
reliance,CC,O
on,NNS,O
the,VBP,O
meaning,IN,O
of,NN,O
the,IN,O
word,NN,O
industry,CC,O
contained,NNS,O
in,VBP,O
encyclopedia,JJ,O
of,CD,O
britannica,CD,O
which,NN,O
indeed,CD,O
is,CD,O
too,CD,O
wide,CD,O
and,CC,O
submitted,RB,O
the,VB,O
court,NN,O
cannot,VBZ,O
and,RB,O
ought,VBN,O
not,RP,O
give,DT,O
a,VBD,O
restricted,NN,O
meaning,EX,O
to,VBZ,O
the,RB,O
expression,DT,O
so,JJ,O
as,TO,O
to,VB,O
denude,JJ,O
the,NN,O
legislative,TO,O
authority,DT,O
to,NN,O
make,NN,O
law,IN,O
on,NN,O
the,CD,O
subject,IN,O
the,NN,O
learned,NN,O
counsel,IN,O
made,DT,O
a,NN,O
reference,NN,O
to,DT,O
laws,JJ,O
made,NN,O
by,VBD,O
the,NN,O
parliament,IN,B-LEGAL
on,DT,O
a,NN,O
declaration,IN,O
being,DT,O
made,NN,O
in,NN,O
terms,VBD,O
of,IN,O
entry,NN,O
52,IN,O
of,NN,O
list,WDT,O
i,RB,O
namely,VBZ,O
the,RB,O
cardomon,JJ,O
act,CC,O
1965,VBD,O
the,DT,O
central,NN,O
silk,MD,O
board,RB,O
act,CC,O
1958,MD,O
the,RB,O
coffee,VB,O
act,DT,O
1942,JJ,O
the,NN,O
rubber,TO,O
act,DT,O
1947,NN,O
the,RB,O
tea,IN,O
act,TO,O
1953,VB,O
the,DT,O
coir,JJ,O
industry,NN,O
act,TO,O
1953,VB,O
the,NN,O
coconut,IN,O
development,DT,O
board,NN,O
act,DT,O
1979,JJ,O
and,NN,O
the,VBD,O
tobacco,DT,O
board,NN,O
act,TO,O
1975,NNS,O
the,VBN,O
learned,IN,O
counsel,DT,O
urged,NN,O
that,IN,O
the,DT,O
industries,NN,O
development,VBG,O
regulation,VBN,B-LEGAL
act,IN,O
1951,NNS,O
had,IN,O
declared,NN,O
only,CD,O
certain,IN,O
manufacturing,NN,O
industries,NN,O
but,RB,O
that,DT,O
by,NN,O
itself,NN,O
will,CD,O
not,DT,O
denude,JJ,O
the,NNP,O
parliament,NN,B-LEGAL
of,NN,O
its,CD,O
legislative,DT,B-LEGAL
competence,NN,I-LEGAL
to,NN,O
make,CD,O
law,DT,O
over,NN,O
any,NN,O
industry,CD,O
once,DT,O
a,NN,O
declaration,NN,O
in,CD,O
terms,DT,O
